"Monsters, Inc.",2001,"Animation, Adventure, Comedy",8,8,786225,(2001)
The Matrix,1999,"Action, Sci-Fi",8.7,9,1610880,(1999)
The Book Thief,2013,"Drama, War",7.6,9,124145,(2013)
Cosmos: A Spacetime Odyssey,2014,Documentary,9.3,10,105624,(2014)
Her,2013,"Drama, Romance, Sci-Fi",8,9,514177,(2013)
Mama,2013,"Horror, Thriller",6.2,7,165319,(I) (2013)
RED 2,2013,"Action, Adventure, Comedy",6.6,8,155481,(2013)
The Pursuit of Happyness,2006,"Biography, Drama",8,10,430881,(2006)
Argo,2012,"Biography, Drama, Thriller",7.7,10,558340,(2012)
Jobs,2013,"Biography, Drama",5.9,7,91913,(2013)
The Conjuring,2013,"Horror, Mystery, Thriller",7.5,10,424882,(2013)
2012,2009,"Action, Adventure, Sci-Fi",5.8,8,344055,(I) (2009)
Captain America: The First Avenger,2011,"Action, Adventure, Sci-Fi",6.9,8,715228,(2011)
Fast & Furious 6,2013,"Action, Adventure, Thriller",7.1,8,360263,(2013)
The Dark Knight,2008,"Action, Crime, Drama",9,10,2213745,(2008)
Elysium,2013,"Action, Drama, Sci-Fi",6.6,8,410761,(I) (2013)
V for Vendetta,2005,"Action, Drama, Sci-Fi",8.2,10,997518,(2005)
After Earth,2013,"Action, Adventure, Sci-Fi",4.8,7,187876,(2013)
The Dark Knight Rises,2012,"Action, Adventure",8.4,10,1463806,(2012)
The Wolverine,2013,"Action, Adventure, Sci-Fi",6.7,8,418852,(2013)
White House Down,2013,"Action, Drama, Thriller",6.4,8,201141,(2013)
The Avengers,2012,"Action, Adventure, Sci-Fi",8,10,1232411,(2012)
World War Z,2013,"Action, Adventure, Horror",7,9,584260,(2013)
Star Trek Into Darkness,2013,"Action, Adventure, Sci-Fi",7.7,10,456114,(2013)
Gravity,2013,"Drama, Sci-Fi, Thriller",7.7,10,748135,(2013)
The Matrix Revolutions,2003,"Action, Sci-Fi",6.8,9,435055,(2003)
The Matrix Reloaded,2003,"Action, Sci-Fi",7.2,9,500904,(2003)
300,2006,"Action, Drama",7.6,10,717292,(2006)
1408,2007,"Fantasy, Horror, Mystery",6.8,8,250147,(2007)
Johnny English,2003,"Action, Adventure, Comedy",6.2,8,143457,(2003)
Click,2006,"Comedy, Drama, Fantasy",6.4,8,297232,(2006)
Ocean's Eleven,2001,"Crime, Thriller",7.7,9,498475,(2001)
How to Train Your Dragon,2010,"Animation, Action, Adventure",8.1,10,644287,(2010)
Ratatouille,2007,"Animation, Adventure, Comedy",8,8,617206,(2007)
The Machinist,2004,"Drama, Thriller",7.7,9,346899,(2004)
The Prestige,2006,"Drama, Mystery, Sci-Fi",8.5,10,1137447,(2006)
National Treasure,2004,"Action, Adventure, Mystery",6.8,9,296757,(2004)
Knowing,2009,"Action, Drama, Mystery",6.2,9,216025,(2009)
Despicable Me,2010,"Animation, Comedy, Family",7.6,10,486690,(2010)
Shutter Island,2010,"Mystery, Thriller",8.1,10,1079630,(2010)
Se7en,1995,"Crime, Drama, Mystery",8.6,10,1382016,(1995)
Sherlock,2010,"Crime, Drama, Mystery",9.1,10,764263,(2010– )
How I Met Your Mother,2005,"Comedy, Romance",8.3,5,575469,(2005–2014)
Prison Break,2005,"Action, Crime, Drama",8.3,9,455302,(2005–2017)
Dexter,2006,"Crime, Drama, Mystery",8.6,9,623687,(2006–2013)
Inception,2010,"Action, Adventure, Sci-Fi",8.8,10,1968135,(2010)
World Trade Center,2006,"Drama, History, Thriller",5.9,8,76238,(2006)
The Numbers Station,2013,"Action, Thriller",5.6,6,18849,(2013)
The Host,2013,"Action, Adventure, Drama",5.9,7,108818,(2013)
Jack Reacher,2012,"Action, Thriller",7,7,298692,(2012)
Brave,2012,"Animation, Adventure, Comedy",7.1,8,360269,(2012)
Django Unchained,2012,"Drama, Western",8.4,10,1298974,(2012)
Star Trek,2009,"Action, Adventure, Sci-Fi",7.9,9,568907,(2009)
Iron Man 3,2013,"Action, Adventure, Sci-Fi",7.2,8,732568,(2013)
Wreck-It Ralph,2012,"Animation, Adventure, Comedy",7.7,10,367289,(2012)
Prometheus,2012,"Adventure, Mystery, Sci-Fi",7,8,556350,(I) (2012)
A Walk to Remember,2002,"Drama, Romance",7.4,10,194774,(2002)
Titanic,1997,"Drama, Romance",7.8,9,1011850,(1997)
Ocean's Twelve,2004,"Crime, Thriller",6.5,6,347729,(2004)
Ocean's Thirteen,2007,"Action, Crime, Thriller",6.9,7,311437,(2007)
